post_url,writer_id,location_info,location_href,date_text,date_time,date_title,main_image_url,main_text,tag,comment
https://www.instagram.com/p/CbTtE2JFF10/,meatg.od,미분당(米粉堂),https://www.instagram.com/explore/locations/248745845802671/,,,,아직 해결 못했음,"🌟🌟🌟🌟
#미분당
쌀국수 중에선 이길 곳이 없다.

*협찬아님
🔆 차돌양지힘줄쌀국수: 10,500원
📍서울 광진구 군자로3길 27
⏰매일 11:00 ~ 22:00 (Break 15:00 ~ 17:00)
✅ 연중무휴
🅿️ 유료: 화양동 공영주차장

#베트남쌀국수 #쌀국수#쌀국수맛집 #광진구맛집 #자양동맛집#건대맛집 #육식 #소통 #맛스타그램 #팔로우 #선팔하면맞팔 #맛집추천#followforfollowback #followｍe#meat #pork #beef# #daily#일상#일상소통 #맛집#맛점#인친#인친해요#술스타그램#고기#먹팔#먹스타그램#맞팔#맛점","['미분당', '베트남쌀국수', '쌀국수', '쌀국수맛집', '광진구맛집', '자양동맛집', '건대맛집', '육식', '소통', '맛스타그램', '팔로우', '선팔하면맞팔', '맛집추천', 'followforfollowback', 'follow', 'meat', 'pork', 'beef', 'daily', '일상', '일상소통', '맛집', '맛점', '인친', '인친해요', '술스타그램', '고기', '먹팔', '먹스타그램', '맞팔', '맛점']","{""1"": {""comment_id"": ""papabento_16"", ""comment_text"": ""\ud83d\ude4c\u2764\ufe0f\ud83d\udc4f\ud83d\ude0d"", ""comment_text2"": null}, ""2"": {""comment_id"": ""box_cook.oo"", ""comment_text"": ""\uc6b0\uc640 \uc300\uad6d\uc21c\uc9c0 \ubab0\ub790\ub124\uc694 \ud83e\udd2d \ud568 \uba39\uc5b4\ubcf4\uace0 \uc2f6\uc740 \ube44\uc8fc\uc5bc\uc774\ub124\uc694 \ud83e\udd24"", ""comment_text2"": null}, ""3"": {""comment_id"": ""jjin__stagram"", ""comment_text"": ""\uc774\ub7f0\uc300\uad6d\uc218 \ucc98\uc74c\ubd10\uc694\ud83d\ude0d\ud83d\ude0d \ub9db\ub098\uaca0\uc5b4\uc6a9\ud83d\ude0d"", ""comment_text2"": null}, ""4"": {""comment_id"": ""bella_luv___"", ""comment_text"": ""\uc120\ud314\ud558\uace0 \uac11\ub2c8\ub2f9\u2764\ufe0f \uc18c\ud1b5\ud558\uace0 \uc9c0\ub0b4\uc5ec\ud83d\ude0d\n\uc5b8\ud314\uc740 \uc808\ub300 \uc548\ud574\uc694!\ud83d\ude4c"", ""comment_text2"": null}, ""5"": {""comment_id"": ""sweety_pigpig"", ""comment_text"": ""\ubbf8\ubd84\ub2f9\uc300\uad6d\uc218 \ucd5c\uc560\uc5d0\uc5ec\ud83d\ude0d"", ""comment_text2"": null}, ""6"": {""comment_id"": ""masidda._.s2"", ""comment_text"": ""\uba39\ud314\ud574\uc694 \u2764\ufe0f"", ""comment_text2"": null}, ""7"": {""comment_id"": ""y.y_young_88"", ""comment_text"": ""\uc300\uad6d\uc218\ub294 \uc5ed\uc2dc \ubbf8\ubd84\ub2f9\ud83d\ude0d"", ""comment_text2"": null}, ""8"": {""comment_id"": ""_healthysli"", ""comment_text"": ""\uc591\uc9c0 \ud798\uc904 ~~~ \ub300\ubc15 \ucac4\uae43\ud560\uace0\uac19\ub2e4\ud83d\ude0d"", ""comment_text2"": null}, ""9"": {""comment_id"": ""zzan_bubu"", ""comment_text"": ""\uc6b0\uc640 \ud53c\ub4dc \ubd84\uc704\uae30\uac00 \ub108\ubb34\ub108\ubb34 \uc88b\uc544\uc694\ud83d\ude0d \uc120\ud314\ud558\uace0 \uac08\uac8c\uc694 \uc790\uc8fc\uc790\uc8fc \uc18c\ud1b5\ud574\uc694!!\ud83d\ude4f"", ""comment_text2"": null}, ""10"": {""comment_id"": ""kim_jongbeom87"", ""comment_text"": ""\uc774\uae38\uacf3\uc774\uc5c6\ub2e4\ub294 \uadf8 \uc758\uacac \ub3d9\uac10\uc785\ub2c8\ub2e4"", ""comment_text2"": null}, ""11"": {""comment_id"": ""muk.bo.two"", ""comment_text"": ""\uc11c\uc6b8\ub180\ub7ec\uac13\uc744\ub54c \uba39\uc5b4\ubd23\ub294\ub370 \ub610 \uc0dd\uac01\ub09c\ub2e4\ub2a5 \ud83d\ude0d\u3160\u3160\u3160 \uce04\ub985\u2026"", ""comment_text2"": null}, ""12"": {""comment_id"": ""pink.pig_pingpi"", ""comment_text"": ""\uc591\uc9c0\uc0b4 \ucac4\uae43\ud55c \ud798\uc904\uae4c\uc9c0 \uace0\uae09 \uc300\uad6d\uc218\ub124\uc694\ud83d\ude02"", ""comment_text2"": null}, ""13"": {""comment_id"": ""muckstar_md"", ""comment_text"": ""\uc874\ub9db\uc774\uaca0\ub2e4\uc694 \ub2e4 \ub9db\uc788\ub2e4\uad6c \ud558\ub124\uc5ec\ud83d\ude0d\u2764\ufe0f\u2764\ufe0f"", ""comment_text2"": null}, ""14"": {""comment_id"": ""86ingyuing"", ""comment_text"": ""\uc640\uc6b0 \uc800\uac74 \uc300\uad6d\uc218\uac00 \uc544\ub2c8\ub77c \uadf8\ub0e5 \uace0\uae30\uad6d\uc778\ub370\uc694? \uc5c4\uccad \ud478\uc9d0\ud558\ub124\uc694\ud83d\ude0d"", ""comment_text2"": null}, ""15"": {""comment_id"": ""muk_zzangee"", ""comment_text"": ""\uc548\ub155\ud558\uc138\uc694\ud83d\ude0d \uba39\uae30\ub300\uc7a5\uc774\uc5d0\uc694! \uc800\ub791 \uba39\ud314\ud558\uc2dc\uad6c \ub9db\uc9d1\uc18c\ud1b5\ud574\uc694! \uc120\ud314\ud558\uad6c \uac08\uac8c\uc694\ud83d\ude0d"", ""comment_text2"": null}, ""16"": {""comment_id"": ""ddoongsiarong"", ""comment_text"": ""\uc120\ud314\ud558\uace0 \uac11\ub2c8\ub2e4\uc694\ud83d\udc4f"", ""comment_text2"": null}, ""17"": {""comment_id"": ""ms_areum"", ""comment_text"": ""\uc300\uad6d\uc218\uc5d0 \ucc28\ub3cc \uc5c4\uccad \ud478\uc9d0\ud558\ub124\uc694\ud83e\udd7a\ud83e\udd7a \ub9c8\uc9c0\ub9c9 \uc0ac\uc9c4\uc740 \uc719\uc778\uac00\uc6a9?!!\ud83d\ude0d"", ""comment_text2"": null}, ""18"": {""comment_id"": ""yeyeon_nangjoo"", ""comment_text"": ""\ub530\ub048\ud55c \uc300\uad6d\uc218 \ud55c\uadf8\ub987\uc774\uba74 \uc18d\uc774 \ub728\ub048\ud558\uace0 \ub4e0\ub4e0\ud558\uc8e0\ud83d\ude0d\ud83d\ude0d \uc548\ub155\ud558\uc138\uc694 \uc608\uc5f0\ub0ad\uc8fc\uc785\ub2c8\ub2e4 \ud83e\udd2d \uc18c\ud1b5\ud558\uace0 \uc2f6\uc5b4\uc11c \ub4e4\ub800\uc5b4\uc694 \u314e\u314e \u2764\ufe0f"", ""comment_text2"": null}, ""19"": {""comment_id"": ""gourmet_fox"", ""comment_text"": ""\uace0\uae30 \uc5c4\uccad \ub9ce\ub124\uc694 \u314e\u314e\ud83d\ude0d\ud83d\ude0d"", ""comment_text2"": null}, ""20"": {""comment_id"": ""foodgram_diary"", ""comment_text"": ""\ud5d0 \uc800 \ucc28\ub3cc\uc744 \ub4e4\uc5b4\ub0b4\uba74 \uc300\uad6d\uc218\uac00 \uc788\ub098\uc694???? \ucc28\ub3cc \uc591 \ubb34\uc5c7...!!!!\ud83e\udd2d\u2764\ufe0f"", ""comment_text2"": null}, ""21"": {""comment_id"": ""my_eat_daily"", ""comment_text"": ""\ucde8\uc800\uc5d0\uc694\ud83d\ude4c \uc120\ud314\ud560\uac8c\uc694 \uc6b0\ub9ac\uba39\ud314\uc18c\ud1b5\ud574\uc6a4"", ""comment_text2"": null}, ""22"": {""comment_id"": ""s.ea.god"", ""comment_text"": ""\ubbf8\ubd84\ub2f9 \ubabb\ucc38\uc544\uc694\ud83d\udd25\ud83d\udd25"", ""comment_text2"": null}, ""23"": {""comment_id"": ""memory__556666"", ""comment_text"": ""\ucc28\ub3cc\uc591\uc9c0\u3030\ufe0f\ub4ec\ubfcd\ud83d\udc4d\uccb4\uace0 \uc300\uad6d\uc218\ud83d\udc4d"", ""comment_text2"": null}, ""24"": {""comment_id"": ""chonstaurant"", ""comment_text"": ""\ud798\uc904\uc774 \ucac4\uae43\ud560\uac70 \uac19\uc544\uc11c \uc544\uc8fc \uc88b\uad70\uc694"", ""comment_text2"": null}, ""25"": {""comment_id"": ""gwangju_uddae"", ""comment_text"": ""\ud06c\uc73c \ub108\ubb34 \ub9db\uc788\uaca0\uc5b4\uc694\ud83d\ude0d\ud83d\ude0d \uba39\ud314\ud558\uad6c \uac08\uac8c\uc6a9 \uc18c\ud1b5\ud574\uc694\ud83d\ude4c"", ""comment_text2"": null}, ""26"": {""comment_id"": ""yam_yam789"", ""comment_text"": ""\ub9db\uc788\uc5b4\ubcf4\uc5ec\uc694"", ""comment_text2"": null}, ""27"": {""comment_id"": ""ilovefood3343"", ""comment_text"": ""\ubbf8\ubd84\ub2f9 \ucd5d\uc624\u2764\ufe0f \uc120\ud314\ud558\uace0 \uac00\uc694 \uba39\uc18c\ud1b5\ud574\uc694"", ""comment_text2"": null}, ""28"": {""comment_id"": ""doctor.nahyun_"", ""comment_text"": ""\uace0\uae30\uac00 \uc774\ub807\uac8c \ud478\uc9d0\ud55c \uc300\uad6d\uc218\ub294 \ucc98\uc74c\ubd24\uc5b4\uc694\ud83d\ude0b"", ""comment_text2"": null}, ""29"": {""comment_id"": ""eunhak84"", ""comment_text"": ""\uc6b0\uc640~"", ""comment_text2"": null}, ""30"": {""comment_id"": ""22ggyioum2"", ""comment_text"": ""\uba39\uc2a4\ud0c0\ud558\ub294 \uae30\ub610\uba39\uc2a4\ud0c0\uc785\ub2c8\ub2f9\u2764\ufe0f \uba39\ud314\ud558\uace0 \uc18c\ud1b5\ud574\uc694\ud83e\udd70"", ""comment_text2"": null}, ""31"": {""comment_id"": ""_happymukbo_"", ""comment_text"": ""\ub9de\ud314\uc6a9\u2764\ufe0f\u2764\ufe0f \ub108\ubb34\ub9db\uc788\uc5b4\ubcf4\uc5ec\uc694 \uc18c\ud1b5\ud574\uc694\ud83d\ude4c"", ""comment_text2"": null}, ""32"": {""comment_id"": ""o.o_kdy_"", ""comment_text"": ""\ub9de\ud314\ud588\uc5b4\uc694! \uc790\uc8fc \uc18c\ud1b5\ud574\uc694 \ud83d\ude0d"", ""comment_text2"": null}, ""33"": {""comment_id"": ""homejok_salrim"", ""comment_text"": ""\ub9de\ud314\uc18c\ud1b5\ud558\uba70 \uc9c0\ub0b4\uc694\ud83d\udc4f\ud83d\udc4f \uc81c \ud53c\ub4dc\ub3c4 \uad6c\uacbd\uc624\uc138\uc694"", ""comment_text2"": null}, ""34"": {""comment_id"": ""eungyo0123"", ""comment_text"": ""\ud53c\ub4dc\ubcf4\uace0 \uc120\ud314\ud588\uc5b4\uc694~\ub9de\ud314\ud558\uace0 \uc9c0\ub0b4\uc694~~^^"", ""comment_text2"": null}}"
https://www.instagram.com/p/CbmkP7trgTx/,9294banhadak,서울면목동,https://www.instagram.com/explore/locations/575996003/,,,,아직 해결 못했음,"■중랑구 전지역 및 중곡동, 장안동, 휘경동 [배달]합니다■

숯불닭갈비에 반하닭, 02)433-9294
면목동 458-1번지, 1층
포장 및 예약, 배달, 주차 가능합니다

영업시간 오후4시~새벽1시까지입니다.

7호선 사가정역1번출구에서 면목역 방향으로 100m정도 오시면 건너편에 원할머니보쌈과 길동우동 사이골목으로 10m만 들어오시면 됩니다!😍

네이버에 숯불닭갈비에 반하닭 검색해주세요~^^❤️

#건대맛집베스트 #건대맛집추천 #군자역맛집 #아차산맛집 #용마산맛집
#중곡역맛집 #건대데이트 #건대데이트코스
#장한평맛집 #건대역맛집 #망우역맛집
#중랑역 #용마랜드 #서일대맛집 #건대입구역 #용마산 #아차산 #건국대 #건대맛집 #사가정역 #면목역 #용마산역 #상봉역 #중화역 #중랑역 #망우역 #군자역 #중곡역 #건대 #먹골역","['건대맛집베스트', '건대맛집추천', '군자역맛집', '아차산맛집', '용마산맛집', '중곡역맛집', '건대데이트', '건대데이트코스', '장한평맛집', '건대역맛집', '망우역맛집', '중랑역', '용마랜드', '서일대맛집', '건대입구역', '용마산', '아차산', '건국대', '건대맛집', '사가정역', '면목역', '용마산역', '상봉역', '중화역', '중랑역', '망우역', '군자역', '중곡역', '건대', '먹골역']",{}
https://www.instagram.com/p/CbmiyPdrk2e/,hys5940,,,,,,아직 해결 못했음,".
➡️ 금액,주문문의 카톡 ID : hys5940
.
➡️프로필 상단에 블로그 친추 해주세요!
.
➡️ 밴드 ID : 5940
카스 ID : 59405940
.
➡️ 블로그, 밴드, 카카오스토리 소식받기, 친구신청하시면 더 많은 제품과 상세사진을 보실수있습니다^^
신상업뎃 , 이벤트소식을 더 빠르게 받아보실수있어요!","['일산맛집', '황금동맛집', '둔산동맛집', '청담브런치', '거울샷', '홍대카페', '라운딩', '서울맛집', '셀스타그램', '골프웨어', '역삼카페', '논현동맛집', '청담동카페', '서울뷰맛집', '부산', '가로수길맛집', '여의도맛집', '이태원', '창원가로수길맛집', '골프', '삼성동맛집', '건대맛집', '인천카페', '지바겐', '대치동맛집', '한남동맛집', '연남동맛집', '연희동맛집', '디올샌들']","{""1"": {""comment_id"": ""hys5940"", ""comment_text"": ""#\uc77c\uc0b0\ub9db\uc9d1 #\ud669\uae08\ub3d9\ub9db\uc9d1 #\ub454\uc0b0\ub3d9\ub9db\uc9d1#\uccad\ub2f4\ube0c\ub7f0\uce58#\uac70\uc6b8\uc0f7#\ud64d\ub300\uce74\ud398 #\ub77c\uc6b4\ub529#\uc11c\uc6b8\ub9db\uc9d1 #\uc140\uc2a4\ud0c0\uadf8\ub7a8#\uace8\ud504\uc6e8\uc5b4#\uc5ed\uc0bc\uce74\ud398 #\ub17c\ud604\ub3d9\ub9db\uc9d1 #\uccad\ub2f4\ub3d9\uce74\ud398 #\uc11c\uc6b8\ubdf0\ub9db\uc9d1#\ubd80\uc0b0 #\uac00\ub85c\uc218\uae38\ub9db\uc9d1 #\uc5ec\uc758\ub3c4\ub9db\uc9d1 #\uc774\ud0dc\uc6d0#\ucc3d\uc6d0\uac00\ub85c\uc218\uae38\ub9db\uc9d1#\uace8\ud504#\uc0bc\uc131\ub3d9\ub9db\uc9d1 #\uac74\ub300\ub9db\uc9d1 #\uc778\ucc9c\uce74\ud398 #\uc9c0\ubc14\uac90#\ub300\uce58\ub3d9\ub9db\uc9d1#\ud55c\ub0a8\ub3d9\ub9db\uc9d1#\uc5f0\ub0a8\ub3d9\ub9db\uc9d1#\uc5f0\ud76c\ub3d9\ub9db\uc9d1#\ub514\uc62c\uc0cc\ub4e4"", ""comment_text2"": null}}"
https://www.instagram.com/p/CbmiwdnvDz2/,7n_n7___,,,,,,아직 해결 못했음,"2만원으로 참치집 뿌시자

#맛집 #건대맛집","['맛집', '건대맛집']",{}
https://www.instagram.com/p/Cbmis5VBoR-/,gimjai3,,,,,,아직 해결 못했음,"건대에 퓨전으로 갈치속젓으로 만든 파스타가 있다고??!!!

처음에 이건 무슨 조합일까 띠용,..,

기대반 의심반으로 주문한 갈치속젓파스타!!

근데 맛도 띠용!! 넘나 맛있는것,,

@cucina843 건대에 가면 꼭 가보셈!!

와인바틀샵도 같이 운영해서 와인도 같이 즐길 수 있음!!!

.
.
.
.
.
✅ 위치 : 광진구 화양동 8-43 지하 쿠치나843
✅ 예약문의: 070-8151-3897
.
.
.
.
#건대맛집#건대가볼만한곳#건대술집#건대입구역맛집#건대핫플#건대와인바#건대와인바#어린이대공원역맛집#건대레스토랑#건대바#건대스테이크","['건대맛집', '건대가볼만한곳', '건대술집', '건대입구역맛집', '건대핫플', '건대와인바', '건대와인바', '어린이대공원역맛집', '건대레스토랑', '건대바', '건대스테이크']",{}
https://www.instagram.com/p/CbmiWuJLGBP/,bagmian4,,,,,,아직 해결 못했음,"다양한 양식을 맛 볼 수 있는 건대 쿠치나843!!

사장님께서 직접 소스 다끓이였다는 라구 파스타 진심 존맛탱!!

라구 파스타 아니어도 여러종류의 음식과 와인을 즐길 수 있는

@cucina843 쿠치나 843!!! 건대에서 술먹는 사람 꼭 가보셈!!!
.
.
.
.
.
✅ 위치 : 광진구 화양동 8-43 지하 쿠치나843
✅ 예약문의: 070-8151-3897
.
.
.
.
#건대맛집#건대가볼만한곳#건대술집#건대입구역맛집#건대핫플#건대와인바#어린이대공원역맛집#건대레스토랑#건대바#건대스테이크","['건대맛집', '건대가볼만한곳', '건대술집', '건대입구역맛집', '건대핫플', '건대와인바', '어린이대공원역맛집', '건대레스토랑', '건대바', '건대스테이크']",{}
https://www.instagram.com/p/CbmiF6gFm5y/,ang16827,,,,,,아직 해결 못했음,#정통집 #돼지김치구이 #건대맛집,"['정통집', '돼지김치구이', '건대맛집']",{}
https://www.instagram.com/p/CbmhrhIP2GX/,jeongsuha97,,,,,,아직 해결 못했음,"@cucina843 대표계정

스테이크, 파스타, 리소또, 뇨끼, 빠에야등으로 배채우고

하몽, 치즈, 미니과일(실제로 보면 미니아닌 것 안비밀!!)

로 후식 먹고 와인, 맥주, 하이볼, 칵테일 ~:)

양주로 술까지 다 해결할 수 있는 쿠치나 843!!!

건대에 놀러오는 사람 한번쯤은 꼭 가봐야 한다는 쿠치나 843!!

.
.
.
.
.
✅ 위치 : 광진구 화양동 8-43 지하 쿠치나843
✅ 예약문의: 070-8151-3897
.
.
.
.
#건대맛집#건대맛집추천#건대술집#건대입구역맛집#건대핫플#건대와인바#어린이대공원역맛집#건대레스토랑#건대바#건대스테이크","['건대맛집', '건대맛집추천', '건대술집', '건대입구역맛집', '건대핫플', '건대와인바', '어린이대공원역맛집', '건대레스토랑', '건대바', '건대스테이크']",{}
https://www.instagram.com/p/CbmhminLRKt/,loas6060.kr,,,,,,아직 해결 못했음,"협찬
#원조부안집건대입구역점
고기냄새에 홀려 들어가버렸다.
역시 고기는 완전 최고!
사이드는 내 취향을 완전 제대로 저격 탕탕탕!!
.
.
.
.
.
#건대맛집#건대입구역맛집#성수동핫플레이스#건대데이트#건대데이트코스#건대입구데이트#건대입구역맛집원조부안집#성수동데이트#광진구맛집#건대입구맛집#어린이대공원맛집#고기맛집#항정살구이#돼지고기","['원조부안집건대입구역점', '건대맛집', '건대입구역맛집', '성수동핫플레이스', '건대데이트', '건대데이트코스', '건대입구데이트', '건대입구역맛집원조부안집', '성수동데이트', '광진구맛집', '건대입구맛집', '어린이대공원맛집', '고기맛집', '항정살구이', '돼지고기']",{}
https://www.instagram.com/p/CbmheqOrB06/,fanatismo._,,,,,,아직 해결 못했음,신채민 뽀시래기 시절,"['소통', '소통해요', '좋아요테러', '좋아요반사', '좋아요폭탄', '팔로우', '팔로워', '맞팔환영', '맞팔', '선팔하면맞팔', '선팔맞팔', '일상그램', '일상다반사', '오늘의코디', '피드', '얼스타그램', '인플루언서', 'outfit', 'flf', '성수동카페', '한남동맛집', '강남맛집', '건대맛집', 'instagram', 'selstagram', 'likes', 'korean']","{""1"": {""comment_id"": ""sol.__.kong"", ""comment_text"": ""\uadf8\ub0e5 \ub2e4\ub978 \uc0ac\ub78c\uc778\uc904\u2026"", ""comment_text2"": null}, ""2"": {""comment_id"": ""munzunyi"", ""comment_text"": ""\ub098 \uc774 \uc0ac\uc9c4 \uae30\uc5b5\ub098.."", ""comment_text2"": null}, ""3"": {""comment_id"": ""_su__04"", ""comment_text"": ""\uac01\ub3c4 \ubb34\uc2a8\uc77c\uc774\uc8e0?"", ""comment_text2"": null}, ""4"": {""comment_id"": ""zamzzll"", ""comment_text"": ""\uc640 \u3141\u314a"", ""comment_text2"": null}, ""5"": {""comment_id"": ""oo__hun"", ""comment_text"": ""\ud615...\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b"", ""comment_text2"": null}, ""6"": {""comment_id"": ""5_26pm"", ""comment_text"": ""\uc640 \uc774 \uc0ac\uc9c4 \uac81\ub098 \uc624\ub79c\ub9cc\uc774\ub2e4"", ""comment_text2"": null}, ""7"": {""comment_id"": ""do_rae__mi"", ""comment_text"": ""\uc640 \ucc54 .."", ""comment_text2"": null}, ""8"": {""comment_id"": ""km_mnyng"", ""comment_text"": ""\uc640 \u314e\u3147"", ""comment_text2"": null}, ""9"": {""comment_id"": ""iina_yoon"", ""comment_text"": ""\uc608\uace0???"", ""comment_text2"": null}, ""10"": {""comment_id"": ""s._.hon99"", ""comment_text"": ""\uc640 \uc528 \u314b\u314b\u314b\u314b\u314b\u314b\u314b"", ""comment_text2"": null}, ""11"": {""comment_id"": ""mo_nello_"", ""comment_text"": ""\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b\u314b"", ""comment_text2"": null}, ""12"": {""comment_id"": ""fanatismo._"", ""comment_text"": ""."", ""comment_text2"": ""@fanatismo._ #\u30d5\u30a9\u30ed\u30fc\u30d0\u30c3\u30af\u3044 #\u3044\u306d\u3057\u305f\u4eba\u5168\u54e1\u30d5\u30a1\u30ed\u30fc\u3059\u308b#\u3044\u3044\u306d\u8fd4\u3057 #\uc18c\ud1b5 #\uc18c\ud1b5\ud574\uc694 #\uc88b\uc544\uc694\ud14c\ub7ec #\uc88b\uc544\uc694\ubc18\uc0ac #\uc88b\uc544\uc694\ud3ed\ud0c4 #\ud314\ub85c\uc6b0 #\ud314\ub85c\uc6cc #\ub9de\ud314\ud658\uc601 #\ub9de\ud314 #\uc120\ud314\ud558\uba74\ub9de\ud314 #\uc120\ud314\ub9de\ud314 #\uc77c\uc0c1\uadf8\ub7a8 #\uc77c\uc0c1\ub2e4\ubc18\uc0ac #\uc624\ub298\uc758\ucf54\ub514 #\ud53c\ub4dc #\uc5bc\uc2a4\ud0c0\uadf8\ub7a8 #\uc778\ud50c\ub8e8\uc5b8\uc11c #outfit #flf #\uc131\uc218\ub3d9\uce74\ud398 #\ud55c\ub0a8\ub3d9\ub9db\uc9d1 #\uac15\ub0a8\ub9db\uc9d1 #\uac74\ub300\ub9db\uc9d1 #instagram #selstagram #likes #korean""}, ""13"": {""comment_id"": ""harlnne"", ""comment_text"": ""\ucc44\ubbfc \uc800\ub54c\ub85c \ub3c4\ub77c\uac00"", ""comment_text2"": null}, ""14"": {""comment_id"": ""jmooimm"", ""comment_text"": ""\ubf40\uc154\ube10\ub2e4"", ""comment_text2"": null}, ""15"": {""comment_id"": ""_ye_nn"", ""comment_text"": ""\u314b\u314b\u314b\u314b\u314b\u314b\u314b\uc774\uc57c"", ""comment_text2"": null}, ""16"": {""comment_id"": ""eunsong_yang"", ""comment_text"": ""\u314b \u314b\uceac\uceac\uceac\uceac\uceac\ucec4\ucec4\uceac\uceac\uceac\uceac\uceac\uceac\uceac\uceac\uceac\ucec4"", ""comment_text2"": null}, ""17"": {""comment_id"": ""som._.ddani"", ""comment_text"": ""\uc544\ub2c8 \uc774\uac70 \uc62c\ub9b4\uac70\uba74 \ub098\ub3c4 \uadf8 \uc0ac\uc9c4 \uc62c\ub9ac\uba74 \uc548\ub3fc?"", ""comment_text2"": null}}"
