post_url,writer_id,location_info,location_href,date_text,date_time,date_title,main_image_url,main_text,tag,comment
https://www.instagram.com/p/CbmnD5fOgRV/,vsgjttey,,,,,,아직 해결 못했음,"~~😆
.
♥ 😘😘 😆대박
.
오키😌😌
.😘😘
.

#대구맛집 #광주반영구 #반영구 #강남눈썹문신 #안양눈썹문신 #부산요트투어 #동성로맛집 #성산맛집 #포항눈썹문신 #강남역맛집 #함덕맛집 #애월맛집 #기장맛집 #제천눈썹문신 #명지맛집 #김포네일 #광주눈썹문신 #건대맛집 #점심메뉴😃 #연남동맛집 #구리맛집 #신사동맛집 #상남동눈썹문신 #음식메뉴👍🏻","['대구맛집', '광주반영구', '반영구', '강남눈썹문신', '안양눈썹문신', '부산요트투어', '동성로맛집', '성산맛집', '포항눈썹문신', '강남역맛집', '함덕맛집', '애월맛집', '기장맛집', '제천눈썹문신', '명지맛집', '김포네일', '광주눈썹문신', '건대맛집', '점심메뉴', '연남동맛집', '구리맛집', '신사동맛집', '상남동눈썹문신', '음식메뉴']",{}
https://www.instagram.com/p/CbmmNiAr546/,kkkhco,,,,,,아직 해결 못했음,이원정밀,"['좋반테러', '좋반', '셀피', '오오티디', '선팔', '맞팔', '데일리', '데일리룩', '미니멀룩', '꾸안꾸룩', '강아지', '건대맛집', '성수동카페', '꾸안꾸']","{""1"": {""comment_id"": ""kkkhco"", ""comment_text"": ""#\uc88b\ubc18\ud14c\ub7ec #\uc88b\ubc18 #\uc140\ud53c #\uc624\uc624\ud2f0\ub514 #\uc120\ud314 #\ub9de\ud314 #\ub370\uc77c\ub9ac #\ub370\uc77c\ub9ac\ub8e9 #\ubbf8\ub2c8\uba40\ub8e9 #\uafb8\uc548\uafb8\ub8e9 #\uac15\uc544\uc9c0 #\uac74\ub300\ub9db\uc9d1 #\uc131\uc218\ub3d9\uce74\ud398 #\uafb8\uc548\uafb8"", ""comment_text2"": null}}"
https://www.instagram.com/p/Cbml8fWPGFC/,ahwangeun2019,,,,,,아직 해결 못했음,"협찬
고기 진짜 부드럽게 막 넘어가고~~~ 넘 조으다조으다
친구도 처음 데꾸 갔더니 맛있다고 난리
앞으로 자주 올게요
#광진구맛집 #건대입구맛집 #원조부안집건대입구역점
.
.
.
.
.
#건대맛집#건대입구역맛집#어린이대공원역#건대입구역맛집원조부안집#건대고기집#서울고기집#성수동고기집#건대술집#건대술집추천#건대입구술집#광진구술집#성수동맛집#자양동맛집","['광진구맛집', '건대입구맛집', '원조부안집건대입구역점', '건대맛집', '건대입구역맛집', '어린이대공원역', '건대입구역맛집원조부안집', '건대고기집', '서울고기집', '성수동고기집', '건대술집', '건대술집추천', '건대입구술집', '광진구술집', '성수동맛집', '자양동맛집']",{}
https://www.instagram.com/p/CbmlxcmBrFM/,holyy_bee_,,,,,,아직 해결 못했음,#건대 #건대맛집 #건대술집 #건대대동집,"['건대', '건대맛집', '건대술집', '건대대동집']",{}
https://www.instagram.com/p/Cbml3ubvEhW/,love_kong777,강북래미안갤러리,https://www.instagram.com/explore/locations/353525545/,,,,아직 해결 못했음,"@love_kong777 📩공감한다면 좋아요&팔로우 꾹👇
해변의? 여인 비키니👙
여름을 준비해요","['다이어트자극', '잠실', '다이어트후기', '건대맛집', '신사역', '걸음마신발', '인계동', '인스타그램', '광화문', '인친', '홍대맛집', '신사동', '도곡', '역삼역', '친스타그램', '다이어트자극사진', '가로수길']","{""1"": {""comment_id"": ""love_kong777"", ""comment_text"": ""\ud83d\ude0d"", ""comment_text2"": ""@love_kong777 #\ub2e4\uc774\uc5b4\ud2b8\uc790\uadf9 #\uc7a0\uc2e4 #\ub2e4\uc774\uc5b4\ud2b8\ud6c4\uae30 #\uac74\ub300\ub9db\uc9d1 #\uc2e0\uc0ac\uc5ed #\uac78\uc74c\ub9c8\uc2e0\ubc1c #\uc778\uacc4\ub3d9 #\uc778\uc2a4\ud0c0\uadf8\ub7a8 #\uad11\ud654\ubb38 #\uc778\uce5c #\ud64d\ub300\ub9db\uc9d1 #\uc2e0\uc0ac\ub3d9 #\ub3c4\uace1 #\uc5ed\uc0bc\uc5ed #\uce5c\uc2a4\ud0c0\uadf8\ub7a8 #\ub2e4\uc774\uc5b4\ud2b8\uc790\uadf9\uc0ac\uc9c4 #\uac00\ub85c\uc218\uae38""}}"
https://www.instagram.com/p/Cbmlx7arf9z/,audi_roz,건대입구역,https://www.instagram.com/explore/locations/262329219/,,,,아직 해결 못했음,"건대에 장미떴다🌹
with 인생작가 은쥬랑

#건대 #건대맛집 #맛집 #맛스타그램 #건대장미술상 #장미술상 #일상 #휴무 #주말","['건대', '건대맛집', '맛집', '맛스타그램', '건대장미술상', '장미술상', '일상', '휴무', '주말']",{}
https://www.instagram.com/p/Cbmk880r1eA/,golttol_,,,,,,아직 해결 못했음,"골똘 바사삭 감자전!!

조만간 골똘의 시그니처 골뱅이탕과 숙회가
밀키트로 나올 예정입니다^^!

!!!
.
.
.
.
.
.
#골똘","['골똘', '산지직송자연산백골뱅이', '골뱅이맛집', '동해안백골뱅이', '골뱅이탕맛집', '구의역맛집', '구의동맛집', '구의맛집', '광진구맛집', '건대맛집', '성수맛집', '구의먹자거리맛집', '미가로맛집']","{""1"": {""comment_id"": ""skaudgnsl"", ""comment_text"": ""\ud83d\udd25"", ""comment_text2"": null}, ""2"": {""comment_id"": ""golttol_"", ""comment_text"": ""\ud83d\udd25"", ""comment_text2"": ""@golttol_ #\uc0b0\uc9c0\uc9c1\uc1a1\uc790\uc5f0\uc0b0\ubc31\uace8\ubc45\uc774 #\uace8\ubc45\uc774\ub9db\uc9d1 #\ub3d9\ud574\uc548\ubc31\uace8\ubc45\uc774 #\uace8\ubc45\uc774\ud0d5\ub9db\uc9d1 #\uad6c\uc758\uc5ed\ub9db\uc9d1 #\uad6c\uc758\ub3d9\ub9db\uc9d1 #\uad6c\uc758\ub9db\uc9d1 #\uad11\uc9c4\uad6c\ub9db\uc9d1 #\uac74\ub300\ub9db\uc9d1 #\uc131\uc218\ub9db\uc9d1 #\uad6c\uc758\uba39\uc790\uac70\ub9ac\ub9db\uc9d1 #\ubbf8\uac00\ub85c\ub9db\uc9d1""}}"
https://www.instagram.com/p/CbmknUEvQjW/,jeongmi9558,,,,,,아직 해결 못했음,"주일저녁은....

돼지고기 갈은거 듬북 넣고
묶은지 송송썰어서
김치콩비지찌게 끓였어요😋

인친님들 맛난 저녁식사
냠냠 하시고 편안한 휴일
저녁시간 되세요🤗","['먹스타그램', '맛스타그램', '먹팔', '푸드스타그램', '먹깨비', '먹스타', '맛집추천', '먹방', 'instafood', 'foodstagram', 'likeforfollow', 'likeforlikes', 'like4likes', 'follow4followback', '야식', '혼밥', '혼술', '먹팔환영', '건대맛집', '오늘뭐먹지', '먹스타', '먹부림', '좋아요반사', '좋반', '좋테', '첫줄반사', '첫줄', '먹스타맞팔', '화성맛집']","{""1"": {""comment_id"": ""idea._.office"", ""comment_text"": ""\uc624 \ucde8\uc800 \ud83d\udc4d\ud83c\udffb\ud83d\ude0b\ud83d\ude0b\ud83d\ude0b\u2665\ufe0f\u2665\ufe0f\u2665\ufe0f"", ""comment_text2"": null}, ""2"": {""comment_id"": ""jeongmi9558"", ""comment_text"": ""\u2764\ufe0f\u2764\ufe0f\u2764\ufe0f"", ""comment_text2"": ""@jeongmi9558 #\uba39\uc2a4\ud0c0\uadf8\ub7a8 #\ub9db\uc2a4\ud0c0\uadf8\ub7a8 #\uba39\ud314 #\ud478\ub4dc\uc2a4\ud0c0\uadf8\ub7a8 #\uba39\uae68\ube44 #\uba39\uc2a4\ud0c0 #\ub9db\uc9d1\ucd94\ucc9c #\uba39\ubc29\n#instafood #foodstagram #likeforfollow #likeforlikes #like4likes #follow4followback\n#\uc57c\uc2dd #\ud63c\ubc25 #\ud63c\uc220 #\uba39\ud314\ud658\uc601 #\uac74\ub300\ub9db\uc9d1 #\uc624\ub298\ubb50\uba39\uc9c0 #\uba39\uc2a4\ud0c0 #\uba39\ubd80\ub9bc #\uc88b\uc544\uc694\ubc18\uc0ac #\uc88b\ubc18 #\uc88b\ud14c #\uccab\uc904\ubc18\uc0ac #\uccab\uc904 #\uba39\uc2a4\ud0c0\ub9de\ud314 #\ud654\uc131\ub9db\uc9d1""}}"
https://www.instagram.com/p/CbmWnnHPUzV/,eom__a,𝗶𝗡𝗡𝗬𝗚𝗢,https://www.instagram.com/explore/locations/103408328744571/,,,,아직 해결 못했음,"광안리 인니고 에스프레소바
재방문

콘판냐

3.5

인니고 슈페너

5.0

플랫 화이트

5.0

에스프레소

서비스

잘 먹고 갑니다☕️

C : 광안리가서 인니고 안가면 바보
매번 서비스 감사합니다.","['koreanfood', '먹스타', '먹스타그램', '먹방', '먹방스타그램', '먹킷리스트', '프로먹방러', '집밥', '소통', '선팔', '먹스타맞팔', '맞팔', '해리단길맛집', '푸드스타그램', '오늘뭐먹지', '점심추천', '저녁추천', '간식추천', '잠실맛집', '서울맛집', '분당맛집', '강남맛집', '홍대맛집', '이태원맛집', '서현맛집', '건대맛집', '부산맛집', '울산맛집', '해운대맛집', '전포맛집']","{""1"": {""comment_id"": ""gwangju_f_start"", ""comment_text"": ""\ud53c\ub4dc \ub108\ubb34 \uc608\ubed0\uc694!!\n\uc790\uc8fc \uc18c\ud1b5\ud558\uace0 \uc2f6\uc5b4\uc11c \uc120\ud314\ud558\uace0 \uac00\uc694 \ud83d\udc9b"", ""comment_text2"": null}, ""2"": {""comment_id"": ""gandhi_skin_care"", ""comment_text"": ""\uc548\ub155\ud558\uc138\uc694 \ub514\uc5e0 \ud558\ub098 \ub0a8\uaca8\uc8fc\uc2e4 \uc218 \uc788\uc744\uae4c\uc694~? \uc5ec\ucb64\ubcfc \uac8c \uc788\uc5b4\uc11c\uc694 \ua20d\u25e1\ua20d"", ""comment_text2"": null}, ""3"": {""comment_id"": ""eom__a"", ""comment_text"": ""\ud83c\udf6a"", ""comment_text2"": ""@eom__a #koreanfood #\uba39\uc2a4\ud0c0 #\uba39\uc2a4\ud0c0\uadf8\ub7a8 #\uba39\ubc29 #\uba39\ubc29\uc2a4\ud0c0\uadf8\ub7a8 #\uba39\ud0b7\ub9ac\uc2a4\ud2b8 #\ud504\ub85c\uba39\ubc29\ub7ec #\uc9d1\ubc25 #\uc18c\ud1b5 #\uc120\ud314 #\uba39\uc2a4\ud0c0\ub9de\ud314 #\ub9de\ud314 #\ud574\ub9ac\ub2e8\uae38\ub9db\uc9d1#\ud478\ub4dc\uc2a4\ud0c0\uadf8\ub7a8 #\uc624\ub298\ubb50\uba39\uc9c0 #\uc810\uc2ec\ucd94\ucc9c #\uc800\ub141\ucd94\ucc9c #\uac04\uc2dd\ucd94\ucc9c#\uc7a0\uc2e4\ub9db\uc9d1 #\uc11c\uc6b8\ub9db\uc9d1 #\ubd84\ub2f9\ub9db\uc9d1 #\uac15\ub0a8\ub9db\uc9d1 #\ud64d\ub300\ub9db\uc9d1 #\uc774\ud0dc\uc6d0\ub9db\uc9d1 #\uc11c\ud604\ub9db\uc9d1 #\uac74\ub300\ub9db\uc9d1 #\ubd80\uc0b0\ub9db\uc9d1 #\uc6b8\uc0b0\ub9db\uc9d1#\ud574\uc6b4\ub300\ub9db\uc9d1#\uc804\ud3ec\ub9db\uc9d1""}}"
https://www.instagram.com/p/CbmV9lFPXbW/,eom__a,톤쇼우 프리미엄,https://www.instagram.com/explore/locations/102460804947201/,,,,아직 해결 못했음,"광안리 톤쇼우

버크셔 K 로스카츠

14.5

모둠카츠

14.0

카츠산도

9.5

카레

3.0

잘 먹고 갑니다🐖

C : 버크셔 말고는 굳이 웨이팅을?","['koreanfood', '먹스타', '먹스타그램', '먹방', '먹방스타그램', '먹킷리스트', '프로먹방러', '집밥', '소통', '선팔', '먹스타맞팔', '맞팔', '해리단길맛집', '푸드스타그램', '오늘뭐먹지', '점심추천', '저녁추천', '간식추천', '잠실맛집', '서울맛집', '분당맛집', '강남맛집', '홍대맛집', '이태원맛집', '서현맛집', '건대맛집', '부산맛집', '울산맛집', '해운대맛집', '전포맛집']","{""1"": {""comment_id"": ""eom__a"", ""comment_text"": ""\ud83d\udc37"", ""comment_text2"": ""@eom__a #koreanfood #\uba39\uc2a4\ud0c0 #\uba39\uc2a4\ud0c0\uadf8\ub7a8 #\uba39\ubc29 #\uba39\ubc29\uc2a4\ud0c0\uadf8\ub7a8 #\uba39\ud0b7\ub9ac\uc2a4\ud2b8 #\ud504\ub85c\uba39\ubc29\ub7ec #\uc9d1\ubc25 #\uc18c\ud1b5 #\uc120\ud314 #\uba39\uc2a4\ud0c0\ub9de\ud314 #\ub9de\ud314 #\ud574\ub9ac\ub2e8\uae38\ub9db\uc9d1#\ud478\ub4dc\uc2a4\ud0c0\uadf8\ub7a8 #\uc624\ub298\ubb50\uba39\uc9c0 #\uc810\uc2ec\ucd94\ucc9c #\uc800\ub141\ucd94\ucc9c #\uac04\uc2dd\ucd94\ucc9c#\uc7a0\uc2e4\ub9db\uc9d1 #\uc11c\uc6b8\ub9db\uc9d1 #\ubd84\ub2f9\ub9db\uc9d1 #\uac15\ub0a8\ub9db\uc9d1 #\ud64d\ub300\ub9db\uc9d1 #\uc774\ud0dc\uc6d0\ub9db\uc9d1 #\uc11c\ud604\ub9db\uc9d1 #\uac74\ub300\ub9db\uc9d1 #\ubd80\uc0b0\ub9db\uc9d1 #\uc6b8\uc0b0\ub9db\uc9d1#\ud574\uc6b4\ub300\ub9db\uc9d1#\uc804\ud3ec\ub9db\uc9d1""}, ""2"": {""comment_id"": ""yell_fly"", ""comment_text"": ""\uc544\ubb34\ub9ac \uadf8\ub798\ub3c4 \uce74\uce20\uc0b0\ub3c4\ub294 \ub108\ubb34 \ub9db\uc788\uc5b4 \ubcf4\uc774\ub124\uc694\u3160\u314e\u314e"", ""comment_text2"": null}}"
