post_url,writer_id,location_info,location_href,date_text,date_time,date_title,main_image_url,main_text,tag,comment
https://www.instagram.com/p/CbmqNjhL33i/,tashinkim77,,,,,,아직 해결 못했음,"건조한 날씨에도 맑아지기♥
리즈온의원 건대점 단독 EVENT 진행중!
이벤트 모아보기: @ lizonclinic_gundae
카톡상담: @리즈온의원 건대
전화상담: 02-463-1755
#리즈온클리닉건대점 #보톡스 #리프팅 #슈링크 #건대역피부과 #건대피부과 #건대입구피부과 #건대피부과리즈온 #건대피부관리 #건대카페 #건대맛집 #인모드리프팅 #건대입구맛집 #입꼬리필러 #피코하이 #광진구피부과","['리즈온클리닉건대점', '보톡스', '리프팅', '슈링크', '건대역피부과', '건대피부과', '건대입구피부과', '건대피부과리즈온', '건대피부관리', '건대카페', '건대맛집', '인모드리프팅', '건대입구맛집', '입꼬리필러', '피코하이', '광진구피부과']",{}
https://www.instagram.com/p/Cbmpx2FBbUX/,seiixeii,,,,,,아직 해결 못했음,우어우월화아아아수우모오옥금퇼,[],"{""1"": {""comment_id"": ""sang.hyun2"", ""comment_text"": ""\ud55c \uce78\uc5d0 \ub2e4 \ub4e4\uc5b4\uc624\ub124 \uc384\uc774"", ""comment_text2"": null}, ""2"": {""comment_id"": ""seiixeii"", ""comment_text"": ""\ud83c\udfa8"", ""comment_text2"": null}}"
https://www.instagram.com/p/Cbmo2L0v6qO/,juny0un9._.h22ju,건대입구역,https://www.instagram.com/explore/locations/262329219/,,,,아직 해결 못했음,#범맥주 #건대역맛집 #건대핫플 #건대술집 #건대맛집,"['범맥주', '건대역맛집', '건대핫플', '건대술집', '건대맛집']",{}
https://www.instagram.com/p/CbmokJrL1ac/,hhhbss83,,,,,,아직 해결 못했음,"😊
.
😘 😆♥ 😆ㅎㅎㅎ
.
오키♥
.♥😌😌
.

#강남역맛집 #기장맛집 #안양눈썹문신 #김포네일 #애월맛집 #성산맛집 #명지맛집 #제천눈썹문신 #부산요트투어 #대구눈썹문신 #일산반영구 #협재맛집 #강남눈썹문신 #광주눈썹문신 #대구맛집 #광주반영구 #안산눈썹문신 #함덕맛집 #홍대눈썹문신 #동성로맛집 #제주시맛집 #맛집추천😘 #건대맛집 #진주눈썹문신 #수원눈썹문신","['강남역맛집', '기장맛집', '안양눈썹문신', '김포네일', '애월맛집', '성산맛집', '명지맛집', '제천눈썹문신', '부산요트투어', '대구눈썹문신', '일산반영구', '협재맛집', '강남눈썹문신', '광주눈썹문신', '대구맛집', '광주반영구', '안산눈썹문신', '함덕맛집', '홍대눈썹문신', '동성로맛집', '제주시맛집', '맛집추천', '건대맛집', '진주눈썹문신', '수원눈썹문신']",{}
https://www.instagram.com/p/CbmoirQl85u/,shin_jae_young_,건대입구역,https://www.instagram.com/explore/locations/262329219/,,,,아직 해결 못했음,"[공간식당] #협찬
with @smnn.pk @isaya.7_30

⤷ 서울 광진구 아차산로31길 20-3 1층 101호

- 스키야키 20,000원
- 안심 버터구이 25,000원

- 치킨 가라아게 18,000원
- 돼지고기 숙주볶음 15,000원

건대입구역에서 5분도 채 걸리지 않는 곳에 위치한 공간 식당.

식당 분위기는 조용하고 깔끔했다.

맛있어 보이는 메뉴들이 많았고, 주문한 메뉴들은 모두 만족스럽게 먹었다.

다음에 건대 주변에 가게 된다면 다시 한번 방문해 보고 싶은 곳.

#맛집 #맛집추천 #맛집투어
#건대 #건대맛집 #건대술집
#__공간식당 #건대입구이자카야 #화양동술집 #건대입구술집 #광진구맛집 #광진구술집 #화양동맛집 #건대입구역맛집 #건대입구역술집 #건대술 #건대핫플 #공간식당
#먹팔 #먹스타맞팔","['협찬', '맛집', '맛집추천', '맛집투어', '건대', '건대맛집', '건대술집', '건대입구이자카야', '화양동술집', '건대입구술집', '광진구맛집', '광진구술집', '화양동맛집', '건대입구역맛집', '건대입구역술집', '건대술', '건대핫플', '공간식당', '먹팔', '먹스타맞팔']","{""1"": {""comment_id"": ""remeat_lover"", ""comment_text"": ""\uc18c\uc8fc\uac01\uc774\ub124\uc694\u2764\ufe0f\u2764\ufe0f\u2764\ufe0f"", ""comment_text2"": null}}"
https://www.instagram.com/p/CbmoQTVLxtn/,tc34tq3u3h,,,,,,아직 해결 못했음,"😚
.
😘 ♥♥ ♥쩔어
.
고고: )
.😚~~😆
.

#광안리맛집 #함덕맛집 #강남눈썹문신 #안양눈썹문신 #안산눈썹문신 #가평맛집 #일산반영구 #광주반영구 #동성로맛집 #광주눈썹문신 #성산맛집 #포항눈썹문신 #김포네일 #강남역맛집 #협재맛집 #대구눈썹문신 #연산동맛집 #건대맛집 #음식메뉴👍🏻 #양림동맛집 #청담맛집 #사당역맛집 #김해눈썹문신 #점심메뉴😀","['광안리맛집', '함덕맛집', '강남눈썹문신', '안양눈썹문신', '안산눈썹문신', '가평맛집', '일산반영구', '광주반영구', '동성로맛집', '광주눈썹문신', '성산맛집', '포항눈썹문신', '김포네일', '강남역맛집', '협재맛집', '대구눈썹문신', '연산동맛집', '건대맛집', '음식메뉴', '양림동맛집', '청담맛집', '사당역맛집', '김해눈썹문신', '점심메뉴']",{}
https://www.instagram.com/p/Cbmn2q8BKtS/,hanahz_7,건대 커먼그라운드,https://www.instagram.com/explore/locations/961490571/,,,,아직 해결 못했음,레벨업을 꿈꾸는 중⭐,"['건대맛집', '건대핫플', '커먼그라운드', '봄코디', '여친룩', '소통', '좋반', '좋아요반사']","{""1"": {""comment_id"": ""hanahz_7"", ""comment_text"": ""\u2b50"", ""comment_text2"": ""#\uac74\ub300\ub9db\uc9d1 #\uac74\ub300\ud56b\ud50c #\ucee4\uba3c\uadf8\ub77c\uc6b4\ub4dc #\ubd04\ucf54\ub514 #\uc5ec\uce5c\ub8e9 #\uc18c\ud1b5 #\uc88b\ubc18 #\uc88b\uc544\uc694\ubc18\uc0ac""}}"
https://www.instagram.com/p/Cbmn42elyvg/,thespoon77,,,,,,아직 해결 못했음,"더스푼의 먹거리 심는날

주말 저녁 잘 쉬고 계신지요?💕
더스푼의 먹거리는 안성 서운산 자락밑에 공기좋고 ,물좋고, 햇볕이 좋은 무공해 신선한 재료로 고객님들께 보답하기 위해 오늘 하루 휴무일날! 마늘. 양파. 시금치. 루꼴라.바질 .감자 .가지.파프리카.호박.오이.고추 등등 많은 식재료를 준비하고 왔습니다~~😍😍
항상 잊지않고 찾아주셔서 감사드립니다 ~❤

#식재료재배하기
#안성가는길
#더스푼77
#자양동맛집
#혜민병원맛집
#건대맛집
#구의동맛집
#강변맛집
#파스타맛집 #샐러드맛집 #스테이크맛집
#다이어트샐러드
#테이크아웃 👈","['식재료재배하기', '안성가는길', '더스푼77', '자양동맛집', '혜민병원맛집', '건대맛집', '구의동맛집', '강변맛집', '파스타맛집', '샐러드맛집', '스테이크맛집', '다이어트샐러드', '테이크아웃']",{}
https://www.instagram.com/p/CbmnsJDvhwe/,jjin._.m,,,,,,아직 해결 못했음,#일상스타그램 #데이트룩 #달고나커피만들기 #카레 #웃음가득 #오늘저녁메뉴 #대구맛집 #여행그램 #건대맛집 #신혼여행 #주말에 #브루잉커피 #치킨매니아 #명동맛집 #웃음바이러스 #분식스타그램 #부산맛집 #주말데이트,"['일상스타그램', '데이트룩', '달고나커피만들기', '카레', '웃음가득', '오늘저녁메뉴', '대구맛집', '여행그램', '건대맛집', '신혼여행', '주말에', '브루잉커피', '치킨매니아', '명동맛집', '웃음바이러스', '분식스타그램', '부산맛집', '주말데이트']",{}
https://www.instagram.com/p/CbmnfSIPryt/,gimie_gimie,육일관,https://www.instagram.com/explore/locations/471929333549182/,,,,아직 해결 못했음,#육일관#건대맛집#건대삼겹살#건대고기#건대육일관#인생맛집#음료수주세여,"['육일관', '건대맛집', '건대삼겹살', '건대고기', '건대육일관', '인생맛집', '음료수주세여']",{}
