store_id,post_url,writer_id,main_text,tag,AD,cleaned_main_text,tfidf_cos,ft_sim,ft-ft_sim,similarity
101,https://www.instagram.com/p/CbluxJpl5ym/,miijuu.mogu,".
?? @gamsungtaco_konkuk #감성타코 (カムソンタコ)

韓?風メキシカン料理??

１つのプレ?トに色?入ってるので飽きる事なく食べれます!
海老もプリプリしててめっちゃ美味しかった♡
.
コンデ店の他にもホンデやカンナムにも店?があります
.
?? 서울 광진구 능동로13길 39 2층 감성타코
건대입구역(コンディック?)3番出口徒?8分
.
#メキシコ料理 #タコス #美味しいお店 #타코 #파히타 #건대맛집 #いいね返し #좋아요반사","['감성타코', '타코', '파히타', '건대맛집', '좋아요반사', '맛집', '맛스타그램', '먹스타그램', '건대', '한국유학', '한국유학생']",2,감성 타코 서울 광진구 능동 로 길 층 감성 타코 건대입구역 타코 파히타 건대 맛집 아요 반사,0.04846481237483364,0.09907842329138315,0.9322674394420841,1.079810675108301
101,https://www.instagram.com/p/CSdNIcrJGkK/,jihyeon980810,"광고) 연인과 즐기기 좋은 파히타!??
?
새우랑 고기가 만났는데 맛이 없을 수가 없징??
?
호불호 크게 안타고 먹을 수 있을 거 같아서 강추:)!!
?
?
주소) 서울 광진구
능동로13길 39 2층
?
#건대맛집 #건대가볼만한곳 #건대맛집추천 #건대고기집 #건대고기맛집 #건대데이트장소 #건대역맛집 #감성타코건대점","['건대맛집', '건대가볼만한곳', '건대맛집추천', '건대고기집', '건대고기맛집', '건대데이트장소', '건대역맛집', '감성타코건대점']",2,광고 연인 즐기 기 파히타 새우 고기 만났 는데 맛 징 호불호 게 타 먹 거 아서 강추 주소 서울 광진구 능동 로 길 층 건대 맛집 건대 볼 만 곳 건대 맛집 추천 건대 고기 건대 고기 맛집 건대 데이트 장 소건 대역 맛집 감성 타코 건대,0.12095855803807375,0.08922634734592387,0.959888155462549,1.1700730608465466
101,https://www.instagram.com/p/CZetUNBJgYn/,only_food_photoo,"태어나서 처음목어본 타코.
예전에 맥시코 음식은 먹어본적 있었는데, 개인적으로 너무 맛없어서 맥시코 음식에 거부감이 있었는데, 없어지게 해준곳이다.
가격은 38,000?으로 좀 많이 나가지만 아깝지 않았다. 대전에도 이런 식당이 생겼으면 좋겠다…
-
-
-
#감성타코",['감성타코'],2,태어나 서 처음 목어 본 타코 예전 에 맥시 코 음식 먹 어 본 었 는데 개인 으로 너무 맛없 어서 맥시 코 음식 에 거부 감 었 는데 어 게 해 준 곳 가격 으로 많이 나가 지만 아깝 았 대전 에 식당 생겼으면 겠 감성 타코,0.029368443683980155,0.00405072582190555,0.9604331671588999,0.9938523366647857
101,https://www.instagram.com/p/CSvgwRlJdBh/,jihyeon980810,"광고) 비주얼 장난없네~~~
?
냄새가 크~~ 침이 질질...??
?
너무 맛있는 소스들과의 조합!!??
?
고기랑 양파랑 같이먹으면 존맛!
?
?
주소) 서울 광진구
능동로13길 39 2층
?
#건대맛집 #건대회식 #건대술집 #건대데이트 #건대핫플 #건대맛집추천 #건대맥주 #건대모임 #감성타코건대점","['건대맛집', '건대회식', '건대술집', '건대데이트', '건대핫플', '건대맛집추천', '건대맥주', '건대모임', '감성타코건대점']",2,광고 비주얼 장난 네 냄새 침 질질 너무 맛있 소스 조합 고기 양파 같이 먹 으면 존 맛 주소 서울 광진구 능동 로 길 층 건대 맛집 건대 회식 건대 술집 건대 데이트 건대 핫 플 건대 맛집 추천 건대 맥주 건대 모임 감성 타코 건대,0.11572303701536553,0.12078549594940234,0.9636911142288762,1.200199647193644
101,https://www.instagram.com/p/CbKBGGqroH7/,yang._.yammy,"[감성타코 건대점]

어스름이 내린 2층 공간.
나는 모든 감각을 집중했고,
오롯이 그 것을 느낄 수 있었다.

스테이크, 칠리소스, 스파이스 포크, 까르니따스. 이들이 또띠아와 뒤엉켜 파히타로서 내 입안을 감쌀 때, 나는 비로소 행복을 맛보았다 느꼈다.

그러다 이와 상반된 밝은 그 것에 집중하게 되었다. 저크치킨과 두 가지 치즈, 캐러멜 양마까지. 양상추와 살사, 파인애플이 또띠아 위에서 나뒹굴뿐이었다.

이들을 기억하고 잊지 않겠다.
아니 잊지 못할지도 모르겠다.
배고픈 나를 위로해준
어느 초봄에 뜨거운 멕시칸이었음을.
.
.
.
.
.
감성타코에는 역시
감성글귀...
.
.
.
.
.
#감성타코","['감성타코', '감성타코', '감성타코건대', '감성타코파히타', '파이타', '건대멕시칸', '건대', '멕시칸', '건대맛집', '멕시칸맛집', '먹스타그램', 'eatstagram', 'foodstagram']",2,감성 타코 건대 어스름 내린 층공 간나 모든 감각 집중 했 오롯 느낄 었 스테이크 칠리소스 스파이스 포크 까 르니 따스 띠 뒤엉켜 파히타 로서 입안 감쌀 비로소 행복 맛보 았 느꼈 상반 된 밝 에 집중 게 었 저크 치킨 치즈 캐러멜 양마 까지 양상추 살사 파인애플 띠 아위 뒹굴 뿐 었 기억 잊 겠 잊 못할지 겠 배고픈 위로 해 준 어느 초봄 에 뜨거운 멕시칸 었 음 감성 타코 에 역시 감성 글 귀감 성 타코,0.021098396345495103,0.016445465194384966,0.97239302246667,1.0099368840065501
101,https://www.instagram.com/p/Cbv7rq-J5CQ/,metamjang,"#감성타코건대점 #감성타코 #화양동맛집
#건대입구역맛집 #건대맛집 #건대역맛집
언제가도 맛있는 #타코맛집
내 맘대로 만들어 먹을 수있어 더 좋은
#멕시코요리 ㅋㅋ
사실 부리또 타코 퀘사디아 파히타..
다 아무거나 때려넣구 대충 싸는 요리 같은 느낌이라..무슨 차이인지 잘 모르겠다 ㅋ
둘이오면 배찢어질 정도로 많았는데..
셋이오니 딱 맞다 ㅋ
사이즈가 다른 메뉴가 없어서..
둘이와도 셋이와도 저걸 시켜야해서 좀 불편했다 ㅋㅋ
그래도 맛있으니..어쩔수없이 오게된다 ㅋ
제 점수는 95점입니다^^","['감성타코건대점', '감성타코', '화양동맛집', '건대입구역맛집', '건대맛집', '건대역맛집', '타코맛집', '멕시코요리']",2,감성 타코 건대 점감 성 타코 화양동 맛집 건대입구역 맛집 건대 맛집 건대 역 맛집 언제 맛있 타코 맛집 맘대로 어 먹 어 멕시코 요리 부리 타코 퀘 사디 파히타 아무거 때려 넣 구 대충 싸 요리 느낌 라 무슨 차이 인지 겠 둘 면배 찢어질 로 았 는데 셋 니 딱 맞 사이즈 메뉴 어서 둘 와도 셋 와도 저걸 시켜야 해서 불편 했 그래도 맛있 으니 어쩔 없이 게 된다 제 점수 입니다,0.062183546213475924,0.09013174695942058,0.9728597053600585,1.1251749985329549
101,https://www.instagram.com/p/Ca3USS-PjT9/,pyoni__foody,"#감성타코
1일3타코 쌉가능?! 쌉가능!!
감성파히타,퀘사디아 표니가 젤루
좋아하는 조합인데,, 하얀 또띠아에
도톰한 소고기 참치같은 식감의 풀드포크
매콤 짭짤한 돼지고기랑 새우 그리고
달큰한 양파까지 올리고 새콤한 요거트
소스랑 크리미한 치폴레소스 찍어먹으면
세상 눈뒤집어 지는맛,,,미쳐벌여 후하
아차 타르타르 소스도 엄청 맛나요??

그리고 퀘사디아는 초록색 소스가 시금치
로 만든 소스여서 초록초록한 맛인데
뭔가 깊은맛이 나서 짭쪼름한 고기맛을
잘 잡아줘서 굉장히 조화로운 맛이에요!
겉바속촉의 끝판왕!!!!??????

@나랑감성타코 갈사람 당장 구해야하는
각인데,,갈사람 있나효?!????",['감성타코'],2,감성 타코 타코 쌉 가능 쌉 가능 감성 파히타 퀘 사디 아표 니 젤 루 조합 인데 하얀 또띠 아에도 톰 소고기 참치 식감 풀 드 포크 매콤 짭짤 돼지고기 새우 달 큰 양파 까지 올리 새콤 요 거트 소스 크리미 치 폴 레소스 찍 어 먹 으면 세상눈 뒤집 어 맛 미쳐 벌여 후 차 타르타르소스 엄청 맛나 요 퀘 사디 초록색 소스 시금치 로 만든 소스 여서 초록 초록 맛 인데 뭔가 깊 맛 서 짭쪼 름한 고기 맛 잡 줘서 굉장히 조화 로운 맛 에요 겉 바 촉 끝판 왕 감성 타코 갈 당 장구 해야 각 인데 갈 효,0.03292304646814222,-0.008767689300892764,0.9729670024586513,0.9971223596259008
101,https://www.instagram.com/p/CB7SWwengMg/,pinkgabong,"광고*맛있는것만 먹으면 여러분들 생각 많이 나요??
같이 먹고싶어용?? 저 근데 솔직히 음식사진 잘찍죠?ㅋㅋ
저 건대에서 타코랑 퀘사디아 먹꾸 왔어용!!
체인점이라 많이 아실 수도 있겠당??!!
#감성타코 ??
가봉이가 싸랑하는 꼬기와 탱글 새우가득한
#감성그릴파히타 & #과카몰리쉬림프퀘사디아
요러케 두가지 시켜서 여자 둘이서 또 뿌셨어요??
아쥬 푸짐하고 좋쥬??
저는 식탐이 많아서 푸짐한 음식점이 좋아요
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
#건대맛집 찾으시는분들 꼭 가보세영??
#가봉맛집 ????????????
#건대감성타코 #건대역맛집 #건대 #맛집
#먹스타그램#먹방#셀스타그램#팔로우#셀카#셀피#셀피그램#여행스타그램#맛집탐방#카페#얼스타그램#좋아요#좋아요반사#좋반#self#selfie#dailylookn#fff#trip#instafood#food","['self', 'selfie', 'dailylookn', 'fff', 'trip', 'instafood', 'food']",2,광고 맛있 만 먹 으면 여러분 많이 요 같이 먹 어용 저 근데 솔직히 음식사진 찍 죠 저 건대 타코 퀘 사 디아 먹 꾸 왔 어 용체 인 라 많이 아실 겠 당 감성 타코 봉이 싸 꼬 기 탱 글 새우 가득 감성 그릴 파히타 카 몰리 쉬 림프 퀘 사디 요러 케 시켜서 둘 서 뿌 셨 쥬 푸짐 쥬 저 식탐 아서 푸짐 음식점 아요 건대 맛집 찾 으시 분 꼭 가보 세영 가봉 맛집 건대 감성 타코 건대 역 맛집 건대 맛집 먹스 타 그램 먹방 셀 스타 그램 팔로우 셀카 셀피 셀피 그램 여행 스타 그램 맛집 탐 방카 페얼스타그램좋아요좋아요반사좋반,0.07995868436639418,0.10814211744239882,0.9737715265330147,1.1618723283418078
101,https://www.instagram.com/p/CbPbNf5v_kB/,jmin.w.92,"#감성타코 한 번도 안가본 사람은 있어도 한 번만 간 사람은 없는거 같아요!

건대??#감성타코건대점

저는 #해산물파 라서 #쉬림프콤보파히타 로 먹었어요
알캉하고 탱글한 새우 식감과 육즙 가득 스테이크를 같이 넣고 같이 나온 소스를 #또띠아 에 싸 먹으면 맥주가 절로 당기는 맛인거 같아요??

2인분이라고 돼 있는데 양이 어찌나 많은지 다 못 먹고 남기고 왔어요??
팟을 계속 데워가면서 먹기 때문에 식지 않고 너무 좋았고 #데이트코스 로 딱 인거 같아요!

??위치 감성타코건대점
서울 광진구 능동로13길 39 2층 감성타코
?오후12시부터 오후 10시까지
??쉬림프콤보파히타_36,000원

#건대맛집 #건대술집 #건대맛집추천 #서울맛집 #광진구맛집 #먹방 #존맛탱 #푸드스타그램 #멕시칸음식 #타코맛집 #데이트장소 #데이트추천 #다이어트 #다이어터 #맛있으면0칼로리 #직장인 #자취 #자취스타그램 #자취러 #그로커 #그로커챌린지 #그로우커넥트","['감성타코', '감성타코건대점', '해산물파', '쉬림프콤보파히타', '또띠아', '데이트코스', '건대맛집', '건대술집', '건대맛집추천', '서울맛집', '광진구맛집', '먹방', '존맛탱', '푸드스타그램', '멕시칸음식', '타코맛집', '데이트장소', '데이트추천', '다이어트', '다이어터', '맛있으면0칼로리', '직장인', '자취', '자취스타그램', '자취러', '그로커', '그로커챌린지', '그로우커넥트']",2,감성 타코 본 어도 만 간 거 요건 대감 성 타코 건대 저 해산물 파라 서 쉬 림프 콤 파히타 로 먹 었 어 요알 캉 탱 글 새우 식감 육즙 가득 스테이크 같이 넣 같이 나온 소스 띠 에 싸 먹 으면 맥주 절로 당기 맛 인 거 요인 분 라고 돼 는데 양 어찌나 은지 못 먹 남기 왔 팟 계속 데워 면서 먹 기 에 식 너무 았 데이트 코스 로 딱 인 거 아요 위치 감성 타코 건대 서울 광진구 능동 로 길 층 감성 타코 오후 시 부터 오후 시 까지 쉬 림프 콤 보파 히 타원 건대 맛집 건대 술집 건대 맛집 추천 서울 맛 집광 진구 맛집 먹방 존 맛 탱 푸드 스타 그램 멕시칸 음식 타코 맛집 데이트 장소 데이트 추천 다이어트 다이어터 맛있 으면 칼로리 직장 인 자취 자취 스타 그램 자취 러그 로 커 로커 챌린지 그로우 커넥트,0.07880933709712995,0.11743291285315269,0.9758544185417978,1.1720966684920804
102,https://www.instagram.com/p/CYNPqgvhEOG/,food._.seoul,"#건대입구역 근처에 있는 로니로티

총점 5점 만점에 4점

목살 스테이크 샐러드 - ""half"" 13,600원
베이컨 까르보나라 - ""half"" 11,900원
해산물 야끼 스타게티 - ""half"" 11,900원

??주소 - 서울 광진구 아차산로 225 단산화빌딩
??영업시간 - 11:30 - 22:30
??네이버평점 - 4.47
??한줄평 - 해산물 야끼는!! 우동집에서!!","['건대입구역', '로니로티', '건대맛집', '건대역', '건대역맛집', '건대입구역맛집', '건대파스타', '파스타맛집', '먹부림', '먹방', '먹팔', '먹스타맞팔', '내돈내먹', '내돈내산', '맛스타그램', '푸드스타그램', '술스타그램', '맛집타그램', '맛집이야기', '맛집공유', '맛집탐방', '소통', '소통그램', 'foodporn', 'foodie', '맞팔', '선팔', '소통']",2,건대입구역 근처 에 로니 로 티 총 점점 만점 에 목살 스테이크 샐러드 베이컨 까르보 나라 원해 산물 야 끼 스타 게티 원주소 서울 광진구 아차산 로 단산 화 빌딩 영업시간 네이버 평점 줄 평해 산물 야 끼 우동,0.009281271460815648,-0.039800638630849254,0.9611920290900504,0.9306726619200169
